Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3
Mult,US,241014 10:25:50.197939,50.560294,14,16.4,56,1.304062,2.469421,0.013004,0.012477,0.016003,0.069822,0.025002
Mult,US,241014 10:25:50.297759,50.511956,14,16.4,56,1.301569,2.47017,0.010815,0.012437,0.018629,0.06579,0.025002
Mult,US,241014 10:25:50.397579,50.435939,14,16.4,56,1.297655,2.470512,0.010641,0.011347,0.01837,0.061725,0.025002
Mult,US,241014 10:25:50.497399,50.335729,14,16.4,56,1.292503,2.47057,0.011676,0.008507,0.017654,0.053502,0.025002
Mult,US,241014 10:25:50.597219,50.25538,14,16.4,56,1.28838,2.47014,0.012603,0.004831,0.015767,0.049681,0.025002
Mult,US,241014 10:25:50.697039,50.250796,14,16.4,56,1.288145,2.469656,0.012971,0.004209,0.014701,0.047827,0.025002
Mult,US,241014 10:25:50.796859,50.346548,14,16.4,56,1.293059,2.469242,0.012431,0.004692,0.013425,0.051575,0.025002
Mult,US,241014 10:25:52.493799,50.882178,14,16.4,56,1.320719,2.471237,0.009512,0.002969,0.021542,0.068738,0.025002
Mult,US,241014 10:25:52.593619,50.875918,14,16.4,56,1.320394,2.47114,0.00939,0.004605,0.018502,0.069177,0.025002
Mult,US,241014 10:25:52.693439,50.813694,14,16.4,56,1.317166,2.470812,0.009829,0.005394,0.013616,0.055926,0.025002
Mult,US,241014 10:25:52.793259,50.727175,14,16.4,56,1.312684,2.470636,0.010616,0.004026,0.010271,0.041784,0.025002
Mult,US,241014 10:25:52.893079,50.627709,14,16.4,56,1.307542,2.470368,0.011654,0.001988,0.00824,0.02899,0.025002
Mult,US,241014 10:25:52.992899,50.516523,14,16.4,56,1.301805,2.469988,0.011888,0.000618,0.006923,0.022507,0.025002
Mult,US,241014 10:25:53.092719,50.408305,14,16.4,56,1.296233,2.469555,0.01249,0.001219,0.006441,0.02128,0.025002
Mult,US,241014 10:25:53.192539,50.338397,14,16.4,56,1.29264,2.469539,0.013194,0.002705,0.00592,0.025671,0.025002
Mult,US,241014 10:25:53.292359,50.333011,14,16.4,56,1.292364,2.469905,0.01431,0.004401,0.005002,0.026283,0.025002
Mult,US,241014 10:25:53.392179,50.387693,14,16.4,56,1.295173,2.470304,0.014537,0.003509,0.003926,0.030185,0.025002
Mult,US,241014 10:25:54.689839,50.433138,14,16.4,56,1.297511,2.469524,0.014016,0.012504,0.010204,0.040276,0.025002
Mult,US,241014 10:25:54.789659,50.356671,14,16.4,56,1.293579,2.469238,0.014983,0.012273,0.009402,0.04378,0.025002
Mult,US,241014 10:25:54.889479,50.249506,14,16.4,56,1.288079,2.468958,0.015353,0.011121,0.008776,0.046843,0.025002
Mult,US,241014 10:25:54.989299,50.175642,14,16.4,56,1.284295,2.468864,0.014281,0.009692,0.007908,0.04467,0.025002
Mult,US,241014 10:25:55.089119,50.18305,14,16.4,56,1.284674,2.468908,0.013475,0.009639,0.007093,0.047246,0.025002
Mult,US,241014 10:25:55.188939,50.282504,14,16.4,56,1.289772,2.469444,0.013142,0.011003,0.007302,0.047572,0.025002
Mult,US,241014 10:25:55.288759,50.425965,14,16.4,56,1.297142,2.470023,0.015256,0.01369,0.006976,0.045976,0.025002
Mult,US,241014 10:25:55.388579,50.574926,14,16.4,56,1.304817,2.470372,0.016114,0.015015,0.00712,0.036702,0.025002
Mult,US,241014 10:25:55.488399,50.712327,14,16.4,56,1.311916,2.470408,0.016635,0.013264,0.006401,0.029186,0.025002
Mult,US,241014 10:25:55.588219,50.845024,14,16.4,56,1.318791,2.470268,0.015225,0.010583,0.007711,0.028735,0.025002
Mult,US,241014 10:25:56.786059,50.273017,14,16.4,56,1.289285,2.470954,0.013587,0.007679,0.004788,0.020715,0.025002
Mult,US,241014 10:25:56.885879,50.313677,14,16.4,56,1.291371,2.470552,0.01442,0.006819,0.001468,0.021327,0.025002
Mult,US,241014 10:25:56.985699,50.326551,14,16.4,56,1.292032,2.470575,0.014335,0.004296,0.001817,0.030815,0.025002
Mult,US,241014 10:25:57.085519,50.324071,14,16.4,56,1.291905,2.470378,0.013743,0.002564,0.004,0.034438,0.025002
Mult,US,241014 10:25:57.185339,50.328851,14,16.4,56,1.29215,2.470231,0.013004,0.004734,0.007747,0.039161,0.025002
Mult,US,241014 10:25:57.285159,50.359603,14,16.4,56,1.29373,2.470045,0.012893,0.008307,0.009061,0.038558,0.025002
Mult,US,241014 10:25:57.384979,50.421158,14,16.4,56,1.296894,2.470155,0.012801,0.010847,0.008375,0.045259,0.025002
Mult,US,241014 10:25:57.484799,50.481516,14,16.4,56,1.300001,2.470363,0.013638,0.011134,0.005557,0.052248,0.025002
Mult,US,241014 10:25:57.584619,50.509075,14,16.4,56,1.301421,2.470672,0.014146,0.008706,0.00334,0.054946,0.025002
Mult,US,241014 10:25:57.684439,50.486335,14,16.4,56,1.300249,2.470761,0.01492,0.005958,0.001461,0.052649,0.025002
Mult,US,241014 10:25:59.181739,50.66401,14,16.4,56,1.309417,2.469686,0.014946,0.001303,0.008647,0.043662,0.025002
Mult,US,241014 10:25:59.281559,50.831658,14,16.4,56,1.318098,2.469288,0.014379,0.007616,0.007228,0.049586,0.025002
Mult,US,241014 10:25:59.381379,50.971036,14,16.4,56,1.325336,2.469519,0.013267,0.015292,0.005553,0.054633,0.025002
Mult,US,241014 10:25:59.481199,51.05675,14,16.4,56,1.329797,2.469915,0.012585,0.018738,0.005896,0.046774,0.025002
Mult,US,241014 10:25:59.581019,51.099331,14,16.4,56,1.332016,2.47012,0.012327,0.017572,0.006398,0.035747,0.025002
Mult,US,241014 10:25:59.680839,51.097245,14,16.4,56,1.331907,2.46994,0.013721,0.014079,0.006732,0.029992,0.025002
Mult,US,241014 10:25:59.780659,51.029575,14,16.4,56,1.328382,2.46959,0.015529,0.011713,0.006889,0.031834,0.025002
Mult,US,241014 10:25:59.880479,50.877579,14,16.4,56,1.32048,2.469727,0.016668,0.010196,0.006589,0.035707,0.025002
Mult,US,241014 10:25:59.980299,50.678196,14,16.4,56,1.310151,2.469977,0.016561,0.008608,0.005372,0.036305,0.025002
Mult,US,241014 10:26:00.080119,50.522699,14,16.4,56,1.302123,2.470392,0.015954,0.005863,0.004142,0.033719,0.025002
Mult,US,241014 10:27:32.912719,50.794359,14,16.4,56,1.316164,2.469764,0.117458,0.058562,0.068503,-15.138249,0.025002
Mult,US,241014 10:27:33.012539,50.738004,14,16.4,56,1.313245,2.470084,0.11601,0.061094,0.068873,-15.137554,0.025002
Mult,US,241014 10:27:33.112359,50.729071,14,16.4,56,1.312783,2.470457,0.1143,0.05912,0.066484,-15.13787,0.025002
Mult,US,241014 10:27:33.212179,50.754089,14,16.4,56,1.314078,2.470841,0.113169,0.055409,0.065381,-15.136008,0.025002
Mult,US,241014 10:27:33.311999,50.799002,14,16.4,56,1.316404,2.470682,0.11304,0.05265,0.065022,-15.132751,0.025002
Mult,US,241014 10:27:33.411819,50.862357,14,16.4,56,1.31969,2.470268,0.113132,0.052532,0.067021,-15.125906,0.025002
Mult,US,241014 10:27:33.511639,50.938818,14,16.4,56,1.323661,2.469728,0.113635,0.052984,0.067381,-15.120026,0.025002
Mult,US,241014 10:27:33.611459,51.001697,14,16.4,56,1.326931,2.469058,0.114089,0.052415,0.067095,-15.115617,0.025002
Mult,US,241014 10:27:33.711279,51.009836,14,16.4,56,1.327354,2.468505,0.114832,0.052368,0.064508,-15.117537,0.025002
Mult,US,241014 10:27:33.811099,50.944065,14,16.4,56,1.323934,2.468169,0.115582,0.051833,0.06339,-15.123664,0.025002
Mult,US,241014 10:27:35.308399,50.298629,14,16.4,56,1.290599,2.469514,0.114768,0.059264,0.069646,-15.142377,0.025002
Mult,US,241014 10:27:35.408219,50.287754,14,16.4,56,1.290041,2.46971,0.115244,0.060545,0.065361,-15.14544,0.025002
Mult,US,241014 10:27:35.508039,50.27317,14,16.4,56,1.289293,2.469623,0.115847,0.060442,0.061172,-15.144083,0.025002
Mult,US,241014 10:27:35.607859,50.255418,14,16.4,56,1.288382,2.469511,0.116488,0.05793,0.061096,-15.139431,0.025002
Mult,US,241014 10:27:35.707679,50.232742,14,16.4,56,1.28722,2.469427,0.115472,0.054662,0.064982,-15.134517,0.025002
Mult,US,241014 10:27:35.807499,50.222064,14,16.4,56,1.286673,2.469579,0.114632,0.051871,0.068612,-15.131663,0.025002
Mult,US,241014 10:27:35.907319,50.238462,14,16.4,56,1.287513,2.469986,0.114697,0.052296,0.069466,-15.133356,0.025002
Mult,US,241014 10:27:36.007139,50.288807,14,16.4,56,1.290095,2.47023,0.115962,0.055399,0.066842,-15.137251,0.025002
Mult,US,241014 10:27:36.106959,50.359104,14,16.4,56,1.293704,2.470182,0.116411,0.057269,0.064742,-15.143578,0.025002
Mult,US,241014 10:27:36.206779,50.439489,14,16.4,56,1.297838,2.470041,0.115162,0.057092,0.064208,-15.149679,0.025002
Mult,US,241014 10:27:37.604259,50.666965,14,16.4,56,1.30957,2.469461,0.114891,0.052698,0.067363,-15.133662,0.025002
Mult,US,241014 10:27:37.704079,50.780086,14,16.4,56,1.315424,2.469575,0.113745,0.054548,0.066,-15.141335,0.025002
Mult,US,241014 10:27:37.803899,50.849688,14,16.4,56,1.319033,2.469683,0.113161,0.056991,0.06556,-15.147258,0.025002
Mult,US,241014 10:27:37.903719,50.891091,14,16.4,56,1.321182,2.469757,0.113395,0.058176,0.067885,-15.144849,0.025002
Mult,US,241014 10:27:38.003539,50.920096,14,16.4,56,1.322688,2.469984,0.114569,0.056919,0.069192,-15.134106,0.025002
Mult,US,241014 10:27:38.103359,50.953156,14,16.4,56,1.324406,2.470402,0.114703,0.053484,0.069263,-15.126603,0.025002
Mult,US,241014 10:27:38.203179,50.995285,14,16.4,56,1.326597,2.470811,0.114217,0.049662,0.066177,-15.12671,0.025002
Mult,US,241014 10:27:38.302999,51.033269,14,16.4,56,1.328574,2.471101,0.112396,0.047074,0.064715,-15.129143,0.025002
Mult,US,241014 10:27:38.402819,51.012194,14,16.4,56,1.327477,2.470948,0.111801,0.047831,0.063382,-15.130257,0.025002
Mult,US,241014 10:27:38.502639,50.898417,14,16.4,56,1.321562,2.470691,0.112807,0.050569,0.063372,-15.127343,0.025002
Mult,US,241014 10:27:39.500839,50.999701,14,16.4,56,1.326827,2.470099,0.112801,0.052697,0.067743,-15.12957,0.025002
Mult,US,241014 10:27:39.600659,50.864032,14,16.4,56,1.319777,2.470589,0.114404,0.051596,0.065725,-15.131946,0.025002
Mult,US,241014 10:27:39.700479,50.678047,14,16.4,56,1.310143,2.470674,0.116027,0.051079,0.063537,-15.132064,0.025002
Mult,US,241014 10:27:39.800299,50.49644,14,16.4,56,1.30077,2.470172,0.116822,0.052932,0.063423,-15.133459,0.025002
Mult,US,241014 10:27:39.900119,50.359177,14,16.4,56,1.293708,2.469687,0.116533,0.056923,0.064127,-15.135034,0.025002
Mult,US,241014 10:27:39.999939,50.27593,14,16.4,56,1.289434,2.469431,0.115252,0.058614,0.063514,-15.137251,0.025002
Mult,US,241014 10:27:40.099759,50.232998,14,16.4,56,1.287233,2.469608,0.114641,0.057863,0.063139,-15.138538,0.025002
Mult,US,241014 10:27:40.199579,50.240482,14,16.4,56,1.287617,2.469941,0.114212,0.053503,0.063411,-15.138455,0.025002
Mult,US,241014 10:27:40.299399,50.310157,14,16.4,56,1.291191,2.469894,0.114388,0.050181,0.065825,-15.138631,0.025002
Mult,US,241014 10:27:40.399219,50.438638,14,16.4,56,1.297794,2.469473,0.114908,0.049297,0.0668,-15.139018,0.025002
Mult,US,241014 10:27:41.597059,51.158121,14,16.4,56,1.335083,2.470115,0.119318,0.061236,0.06835,-15.129354,0.025002
Mult,US,241014 10:27:41.696879,51.100535,14,16.4,56,1.332079,2.469866,0.120122,0.057807,0.067822,-15.123947,0.025002
Mult,US,241014 10:27:41.796699,51.053793,14,16.4,56,1.329643,2.46985,0.11945,0.054212,0.068254,-15.121379,0.025002
Mult,US,241014 10:27:41.896519,51.018461,14,16.4,56,1.327803,2.470002,0.117254,0.051506,0.069066,-15.122036,0.025002
Mult,US,241014 10:27:41.996339,51.000743,14,16.4,56,1.326881,2.470315,0.114937,0.05132,0.069933,-15.123364,0.025002
Mult,US,241014 10:27:42.096159,51.004772,14,16.4,56,1.327091,2.470805,0.113036,0.051392,0.071542,-15.127613,0.025002
Mult,US,241014 10:27:42.195979,51.031246,14,16.4,56,1.328469,2.471106,0.111571,0.050105,0.072808,-15.129703,0.025002
Mult,US,241014 10:27:42.295799,51.068249,14,16.4,56,1.330396,2.471108,0.11132,0.050917,0.071991,-15.131683,0.025002
Mult,US,241014 10:27:42.395619,51.099056,14,16.4,56,1.332002,2.470829,0.112127,0.05482,0.069238,-15.132117,0.025002
Mult,US,241014 10:27:42.495439,51.112707,14,16.4,56,1.332713,2.470389,0.113748,0.059849,0.065282,-15.135925,0.025002
Mult,US,241014 10:27:43.793099,50.300299,14,16.4,56,1.290685,2.470036,0.117194,0.051544,0.064511,-15.123445,0.025002
Mult,US,241014 10:27:43.892919,50.231842,14,16.4,56,1.287174,2.470071,0.116546,0.054363,0.062233,-15.123725,0.025002
Mult,US,241014 10:27:43.992739,50.282697,14,16.4,56,1.289781,2.47035,0.115824,0.057119,0.061768,-15.124603,0.025002
Mult,US,241014 10:27:44.092559,50.401093,14,16.4,56,1.295862,2.470145,0.116494,0.062109,0.062087,-15.126281,0.025002
Mult,US,241014 10:27:44.192379,50.502712,14,16.4,56,1.301093,2.469675,0.117505,0.065962,0.063251,-15.127995,0.025002
Mult,US,241014 10:27:44.292199,50.539393,14,16.4,56,1.302984,2.46916,0.11788,0.067516,0.06457,-15.129679,0.025002
Mult,US,241014 10:27:44.392019,50.502678,14,16.4,56,1.301091,2.468907,0.117846,0.065918,0.065354,-15.132138,0.025002
Mult,US,241014 10:27:44.491839,50.429947,14,16.4,56,1.297347,2.469022,0.117945,0.059834,0.065444,-15.134618,0.025002
Mult,US,241014 10:27:44.591659,50.341626,14,16.4,56,1.292806,2.469414,0.118037,0.055208,0.065747,-15.13627,0.025002
Mult,US,241014 10:27:44.691479,50.249461,14,16.4,56,1.288077,2.470185,0.11711,0.052103,0.066277,-15.136362,0.025002
Mult,US,241014 10:27:46.088959,50.566034,14,16.4,56,1.304358,2.470163,0.111787,0.051308,0.067625,-15.126445,0.025002
Mult,US,241014 10:27:46.188779,50.447052,14,16.4,56,1.298227,2.470098,0.112151,0.050918,0.067208,-15.119669,0.025002
Mult,US,241014 10:27:46.288599,50.327348,14,16.4,56,1.292073,2.469899,0.113694,0.050708,0.068166,-15.113595,0.025002
Mult,US,241014 10:27:46.388419,50.257042,14,16.4,56,1.288466,2.469477,0.115172,0.050723,0.069123,-15.11083,0.025002
Mult,US,241014 10:27:46.488239,50.264552,14,16.4,56,1.288851,2.469204,0.117017,0.053257,0.069196,-15.110683,0.025002
Mult,US,241014 10:27:46.588059,50.340741,14,16.4,56,1.292761,2.469032,0.118556,0.05963,0.067345,-15.118092,0.025002
Mult,US,241014 10:27:46.687879,50.425433,14,16.4,56,1.297114,2.469305,0.11916,0.066442,0.065659,-15.12541,0.025002
Mult,US,241014 10:27:46.787699,50.475057,14,16.4,56,1.299669,2.469607,0.118634,0.068713,0.064899,-15.133588,0.025002
Mult,US,241014 10:27:46.887519,50.466442,14,16.4,56,1.299225,2.469903,0.116952,0.066046,0.065089,-15.136675,0.025002
Mult,US,241014 10:27:46.987339,50.421806,14,16.4,56,1.296928,2.469885,0.115631,0.061527,0.064891,-15.139209,0.025002
Mult,US,241014 10:27:48.185179,50.758202,14,16.4,56,1.314291,2.470175,0.111126,0.060901,0.0666,-15.129091,0.025002
Mult,US,241014 10:27:48.284999,50.735843,14,16.4,56,1.313133,2.470186,0.111459,0.059284,0.067484,-15.126185,0.025002
Mult,US,241014 10:27:48.384819,50.639175,14,16.4,56,1.308134,2.470386,0.112365,0.056757,0.067479,-15.123377,0.025002
Mult,US,241014 10:27:48.484639,50.52371,14,16.4,56,1.302175,2.470611,0.114135,0.054177,0.066028,-15.124534,0.025002
Mult,US,241014 10:27:48.584459,50.439306,14,16.4,56,1.297828,2.470663,0.115605,0.052557,0.063081,-15.12471,0.025002
Mult,US,241014 10:27:48.684279,50.410338,14,16.4,56,1.296338,2.470657,0.117005,0.054733,0.060857,-15.126675,0.025002
Mult,US,241014 10:27:48.784099,50.423334,14,16.4,56,1.297006,2.470701,0.117049,0.05659,0.060323,-15.126899,0.025002
Mult,US,241014 10:27:48.883919,50.453158,14,16.4,56,1.298541,2.470688,0.117272,0.058917,0.061508,-15.127961,0.025002
Mult,US,241014 10:27:48.983739,50.487735,14,16.4,56,1.300322,2.470468,0.117085,0.060328,0.062928,-15.127592,0.025002
Mult,US,241014 10:27:49.083559,50.521864,14,16.4,56,1.30208,2.470041,0.117412,0.062064,0.063542,-15.129708,0.025002
Mult,US,241014 10:27:50.481039,50.718518,14,16.4,56,1.312236,2.469812,0.113775,0.055717,0.069331,-15.129367,0.025002
Mult,US,241014 10:27:50.580859,50.652719,14,16.4,56,1.308834,2.469294,0.114021,0.055246,0.071003,-15.131266,0.025002
Mult,US,241014 10:27:50.680679,50.575653,14,16.4,56,1.304854,2.468968,0.11424,0.056397,0.071465,-15.134366,0.025002
Mult,US,241014 10:27:50.780499,50.525244,14,16.4,56,1.302254,2.468815,0.113838,0.058752,0.06947,-15.136575,0.025002
Mult,US,241014 10:27:50.880319,50.518941,14,16.4,56,1.301929,2.468689,0.113831,0.05821,0.067615,-15.135256,0.025002
Mult,US,241014 10:27:50.980139,50.534907,14,16.4,56,1.302753,2.46875,0.114169,0.056178,0.065266,-15.133357,0.025002
Mult,US,241014 10:27:51.079959,50.537633,14,16.4,56,1.302893,2.46918,0.114114,0.056006,0.064606,-15.131581,0.025002
Mult,US,241014 10:27:51.179779,50.505902,14,16.4,56,1.301258,2.469783,0.113281,0.057242,0.064349,-15.134977,0.025002
Mult,US,241014 10:27:51.279599,50.433229,14,16.4,56,1.297515,2.470217,0.111925,0.059555,0.065523,-15.139801,0.025002
Mult,US,241014 10:27:51.379419,50.361861,14,16.4,56,1.293846,2.470621,0.111797,0.059723,0.066421,-15.144287,0.025002
Mult,US,241014 10:27:52.677079,50.906545,14,16.4,56,1.321984,2.470237,0.115935,0.059741,0.068698,-15.136547,0.025002
Mult,US,241014 10:27:52.776899,50.866313,14,16.4,56,1.319895,2.470362,0.114712,0.057264,0.070115,-15.135459,0.025002
Mult,US,241014 10:27:52.876719,50.816656,14,16.4,56,1.31732,2.470663,0.114684,0.057648,0.069837,-15.13432,0.025002
Mult,US,241014 10:27:52.976539,50.776921,14,16.4,56,1.31526,2.47097,0.115136,0.058703,0.069707,-15.13634,0.025002
Mult,US,241014 10:27:53.076359,50.753979,14,16.4,56,1.314072,2.471035,0.116038,0.058143,0.068935,-15.13531,0.025002
Mult,US,241014 10:27:53.176179,50.739096,14,16.4,56,1.313302,2.470829,0.116584,0.055671,0.068839,-15.136282,0.025002
Mult,US,241014 10:27:53.275999,50.717696,14,16.4,56,1.312194,2.470247,0.117438,0.052061,0.067508,-15.134463,0.025002
Mult,US,241014 10:27:53.375819,50.684197,14,16.4,56,1.310461,2.469628,0.118614,0.052125,0.065431,-15.134186,0.025002
Mult,US,241014 10:27:53.475639,50.635133,14,16.4,56,1.307925,2.469134,0.119516,0.052854,0.063335,-15.131558,0.025002
Mult,US,241014 10:27:53.575459,50.586039,14,16.4,56,1.30539,2.469204,0.119847,0.055855,0.060598,-15.127907,0.025002
Mult,US,241014 10:29:17.623899,51.069631,14,16.4,56,1.330468,2.469861,0.213313,0.143671,0.151188,-30.001587,0.025002
Mult,US,241014 10:29:17.723719,51.193816,14,16.4,56,1.336946,2.470084,0.213678,0.146274,0.153187,-30.009267,0.025002
Mult,US,241014 10:29:17.823539,51.243829,14,16.4,56,1.33956,2.470537,0.214033,0.144154,0.156749,-30.017002,0.025002
Mult,US,241014 10:29:17.923359,51.182154,14,16.4,56,1.336337,2.470983,0.214676,0.14142,0.159424,-30.017466,0.025002
Mult,US,241014 10:29:18.023179,51.038866,14,16.4,56,1.328865,2.470825,0.215322,0.139868,0.15957,-30.017389,0.025002
Mult,US,241014 10:29:18.122999,50.904552,14,16.4,56,1.321881,2.470327,0.215849,0.142681,0.157363,-30.015482,0.025002
