Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3
Mult,US,241016 09:05:30.147280,50.145533,14,69.2,54,1.149844,-0.000013,-2.204437,-18.962233,-2.525417,-0.022994,0.025002
Mult,US,241016 09:05:31.544760,50.117618,14,69.2,54,1.148565,-0.000919,-2.202017,-18.950483,-2.53037,0.001477,0.025002
Mult,US,241016 09:05:31.644580,50.099773,14,69.2,54,1.147747,-0.000747,-2.2012,-18.947569,-2.533866,0.00101,0.025002
Mult,US,241016 09:05:31.744400,50.057733,14,69.2,54,1.145821,-0.000384,-2.201681,-18.948172,-2.535431,-0.010188,0.025002
Mult,US,241016 09:05:31.844220,50.050751,14,69.2,54,1.145502,-0.000018,-2.203606,-18.952802,-2.536422,-0.029275,0.025002
Mult,US,241016 09:05:31.944040,50.114312,14,69.2,54,1.148413,0.000013,-2.204937,-18.957172,-2.537911,-0.041757,0.025002
Mult,US,241016 09:05:32.043860,50.267837,14,69.2,54,1.15546,-0.000177,-2.205144,-18.958906,-2.538117,-0.04782,0.025002
Mult,US,241016 09:05:32.143680,50.434413,14,69.2,54,1.163131,-0.000505,-2.204223,-18.958277,-2.537135,-0.047448,0.025002
Mult,US,241016 09:05:32.243500,50.510944,14,69.2,54,1.166663,-0.00071,-2.202753,-18.958842,-2.533762,-0.044553,0.025002
Mult,US,241016 09:05:32.343320,50.437233,14,69.2,54,1.163261,-0.000828,-2.201744,-18.959243,-2.530727,-0.043681,0.025002
Mult,US,241016 09:05:32.443140,50.239944,14,69.2,54,1.154178,-0.001099,-2.201836,-18.960559,-2.528949,-0.038392,0.025002
Mult,US,241016 09:05:33.840620,49.774479,14,69.2,54,1.132891,-0.001343,-2.207276,-18.961224,-2.53012,-0.009364,0.025002
Mult,US,241016 09:05:33.940440,49.782868,14,69.2,54,1.133273,-0.000907,-2.207461,-18.961474,-2.528807,-0.011962,0.025002
Mult,US,241016 09:05:34.040260,49.781011,14,69.2,54,1.133188,-0.000385,-2.206421,-18.962185,-2.529213,-0.013615,0.025002
Mult,US,241016 09:05:34.140080,49.751569,14,69.2,54,1.131848,-0.00043,-2.20506,-18.96257,-2.530118,-0.01358,0.025002
Mult,US,241016 09:05:34.239900,49.703883,14,69.2,54,1.129679,-0.001151,-2.203999,-18.961056,-2.530236,-0.008749,0.025002
Mult,US,241016 09:05:34.339720,49.653192,14,69.2,54,1.127376,-0.002231,-2.20308,-18.95853,-2.529077,-0.005248,0.025002
Mult,US,241016 09:05:34.439540,49.602098,14,69.2,54,1.125057,-0.002259,-2.202731,-18.95768,-2.527254,-0.005785,0.025002
Mult,US,241016 09:05:34.539360,49.559486,14,69.2,54,1.123125,-0.001958,-2.201498,-18.957243,-2.524919,-0.013244,0.025002
Mult,US,241016 09:05:34.639180,49.521421,14,69.2,54,1.121401,-0.000849,-2.199632,-18.957253,-2.522874,-0.026971,0.025002
Mult,US,241016 09:05:34.739000,49.499165,14,69.2,54,1.120393,-0.000162,-2.19801,-18.956214,-2.520891,-0.03829,0.025002
Mult,US,241016 09:05:36.236300,49.706947,14,69.2,54,1.129819,0.000162,-2.201618,-18.954281,-2.530325,-0.041327,0.025002
Mult,US,241016 09:05:36.336120,49.626874,14,69.2,54,1.126182,-0.000116,-2.198637,-18.954774,-2.532403,-0.0451,0.025002
Mult,US,241016 09:05:36.435940,49.56625,14,69.2,54,1.123432,-0.000341,-2.198205,-18.956231,-2.531598,-0.042872,0.025002
Mult,US,241016 09:05:36.535760,49.534926,14,69.2,54,1.122012,-0.000369,-2.197586,-18.95769,-2.529963,-0.034385,0.025002
Mult,US,241016 09:05:36.635580,49.561955,14,69.2,54,1.123237,-0.000287,-2.19767,-18.958098,-2.52905,-0.027852,0.025002
Mult,US,241016 09:05:36.735400,49.651621,14,69.2,54,1.127305,-0.000374,-2.197465,-18.956473,-2.5279,-0.02627,0.025002
Mult,US,241016 09:05:36.835220,49.779022,14,69.2,54,1.133098,-0.00065,-2.197582,-18.953084,-2.526647,-0.028756,0.025002
Mult,US,241016 09:05:36.935040,49.891588,14,69.2,54,1.138228,-0.000792,-2.198353,-18.950983,-2.524323,-0.03217,0.025002
Mult,US,241016 09:05:37.034860,49.972394,14,69.2,54,1.141918,-0.000663,-2.199395,-18.953432,-2.524371,-0.030351,0.025002
Mult,US,241016 09:05:37.134680,50.02023,14,69.2,54,1.144105,-0.000298,-2.200618,-18.959196,-2.524965,-0.022035,0.025002
Mult,US,241016 09:05:38.232700,50.30983,14,69.2,54,1.157391,-0.001148,-2.205832,-18.948978,-2.539402,-0.031417,0.025002
Mult,US,241016 09:05:38.332520,50.30831,14,69.2,54,1.157321,-0.000514,-2.205395,-18.954349,-2.539493,-0.04086,0.025002
Mult,US,241016 09:05:38.432340,50.259796,14,69.2,54,1.15509,-0.000213,-2.205193,-18.958775,-2.537821,-0.043849,0.025002
Mult,US,241016 09:05:38.532160,50.164316,14,69.2,54,1.150706,0.000063,-2.205322,-18.959934,-2.536114,-0.043514,0.025002
Mult,US,241016 09:05:38.631980,50.039252,14,69.2,54,1.144975,-0.000405,-2.205452,-18.956502,-2.534121,-0.037578,0.025002
Mult,US,241016 09:05:38.731800,49.930061,14,69.2,54,1.139984,-0.000972,-2.205329,-18.953127,-2.531971,-0.033024,0.025002
Mult,US,241016 09:05:38.831620,49.870004,14,69.2,54,1.137243,-0.001214,-2.205139,-18.95003,-2.529054,-0.025767,0.025002
Mult,US,241016 09:05:38.931440,49.862447,14,69.2,54,1.136899,-0.000914,-2.20442,-18.949829,-2.526912,-0.021439,0.025002
Mult,US,241016 09:05:39.031260,49.891617,14,69.2,54,1.138229,-0.000532,-2.2033,-18.949704,-2.525731,-0.021067,0.025002
Mult,US,241016 09:05:39.131080,49.948154,14,69.2,54,1.14081,-0.000347,-2.202389,-18.949115,-2.525513,-0.030702,0.025002
Mult,US,241016 09:05:40.428740,50.306037,14,69.2,54,1.157217,-0.00046,-2.201569,-18.953458,-2.529167,-0.009795,0.025002
Mult,US,241016 09:05:40.528560,50.309335,14,69.2,54,1.157369,-0.00078,-2.202728,-18.956214,-2.528118,-0.005386,0.025002
Mult,US,241016 09:05:40.628380,50.282754,14,69.2,54,1.156146,-0.001415,-2.203986,-18.957917,-2.527698,-0.002518,0.025002
Mult,US,241016 09:05:40.728200,50.22157,14,69.2,54,1.153334,-0.002243,-2.205425,-18.960764,-2.529569,-0.009453,0.025002
Mult,US,241016 09:05:40.828020,50.141283,14,69.2,54,1.149649,-0.00333,-2.205896,-18.96081,-2.532717,-0.014905,0.025002
Mult,US,241016 09:05:40.927840,50.088691,14,69.2,54,1.147239,-0.004488,-2.205557,-18.959982,-2.535235,-0.018584,0.025002
Mult,US,241016 09:05:41.027660,50.095646,14,69.2,54,1.147558,-0.004862,-2.205204,-18.95803,-2.53389,-0.014664,0.025002
Mult,US,241016 09:05:41.127480,50.165447,14,69.2,54,1.150758,-0.004305,-2.205545,-18.958098,-2.53282,-0.010909,0.025002
Mult,US,241016 09:05:41.227300,50.249324,14,69.2,54,1.154609,-0.003086,-2.206405,-18.960214,-2.532057,-0.008773,0.025002
Mult,US,241016 09:05:41.327120,50.285424,14,69.2,54,1.156269,-0.002319,-2.206441,-18.962592,-2.534825,-0.011254,0.025002
Mult,US,241016 09:05:42.624780,49.622834,14,69.2,54,1.125998,0.000474,-2.20366,-18.950496,-2.544881,-0.009056,0.025002
Mult,US,241016 09:05:42.724600,49.714369,14,69.2,54,1.130156,0.000438,-2.200694,-18.950108,-2.546658,-0.003774,0.025002
Mult,US,241016 09:05:42.824420,49.791887,14,69.2,54,1.133683,0.000163,-2.198957,-18.951671,-2.545793,-0.002953,0.025002
Mult,US,241016 09:05:42.924240,49.845742,14,69.2,54,1.136137,-0.000295,-2.198596,-18.953163,-2.541377,-0.006813,0.025002
Mult,US,241016 09:05:43.024060,49.883216,14,69.2,54,1.137846,-0.000886,-2.199372,-18.955247,-2.536733,-0.00998,0.025002
Mult,US,241016 09:05:43.123880,49.890198,14,69.2,54,1.138164,-0.000997,-2.201026,-18.957121,-2.532572,-0.014822,0.025002
Mult,US,241016 09:05:43.223700,49.86947,14,69.2,54,1.137219,-0.000439,-2.202748,-18.959465,-2.530924,-0.020466,0.025002
Mult,US,241016 09:05:43.323520,49.828202,14,69.2,54,1.135338,-0.000059,-2.204241,-18.961752,-2.530302,-0.023682,0.025002
Mult,US,241016 09:05:43.423340,49.790898,14,69.2,54,1.133638,-0.00004,-2.204813,-18.962715,-2.531304,-0.022608,0.025002
Mult,US,241016 09:05:43.523160,49.765986,14,69.2,54,1.132504,-0.000539,-2.204169,-18.9622,-2.533562,-0.018458,0.025002
Mult,US,241016 09:05:44.920640,49.883377,14,69.2,54,1.137853,0.000262,-2.205778,-18.96455,-2.530055,-0.015182,0.025002
Mult,US,241016 09:05:45.020460,49.866268,14,69.2,54,1.137073,-0.000168,-2.204816,-18.96439,-2.530824,-0.016416,0.025002
Mult,US,241016 09:05:45.120280,49.808161,14,69.2,54,1.134424,-0.000671,-2.202438,-18.962502,-2.532106,-0.012091,0.025002
Mult,US,241016 09:05:45.220100,49.739223,14,69.2,54,1.131286,-0.000798,-2.199628,-18.960027,-2.532617,-0.01435,0.025002
Mult,US,241016 09:05:45.319920,49.696358,14,69.2,54,1.129337,-0.000599,-2.198683,-18.956963,-2.533348,-0.011248,0.025002
Mult,US,241016 09:05:45.419740,49.697575,14,69.2,54,1.129393,-0.000485,-2.199401,-18.957152,-2.534907,-0.011549,0.025002
Mult,US,241016 09:05:45.519560,49.73144,14,69.2,54,1.130932,-0.000441,-2.200763,-18.960127,-2.536139,-0.005971,0.025002
Mult,US,241016 09:05:45.619380,49.780164,14,69.2,54,1.133149,-0.000377,-2.200705,-18.964425,-2.536164,-0.003314,0.025002
Mult,US,241016 09:05:45.719200,49.836566,14,69.2,54,1.135719,-0.000265,-2.19968,-18.968678,-2.53598,-0.000045,0.025002
Mult,US,241016 09:05:45.819020,49.906447,14,69.2,54,1.138906,-0.000417,-2.198619,-18.96732,-2.537247,-0.004639,0.025002
Mult,US,241016 09:05:47.016860,49.802875,14,69.2,54,1.134184,-0.001602,-2.203343,-18.962436,-2.53363,0.011374,-0.004594
Mult,US,241016 09:05:47.116680,49.896374,14,69.2,54,1.138446,-0.001306,-2.202746,-18.964481,-2.536918,0.007401,0.004145
Mult,US,241016 09:05:47.216500,50.082228,14,69.2,54,1.146943,-0.001106,-2.201399,-18.962324,-2.538767,0.003289,0.01435
Mult,US,241016 09:05:47.316320,50.36518,14,69.2,54,1.15994,-0.001044,-2.20073,-18.959766,-2.537749,0.001584,0.020464
Mult,US,241016 09:05:47.416140,50.61635,14,69.2,54,1.171538,-0.000875,-2.201203,-18.956447,-2.535937,0.002227,0.024467
Mult,US,241016 09:05:47.515960,50.722077,14,69.2,54,1.176437,-0.000303,-2.202741,-18.95499,-2.53671,-0.001879,0.025002
Mult,US,241016 09:05:47.615780,50.625212,14,69.2,54,1.171948,0.000019,-2.204591,-18.955193,-2.536863,-0.014689,0.025002
Mult,US,241016 09:05:47.715600,50.391003,14,69.2,54,1.161129,0.00009,-2.206122,-18.957107,-2.537144,-0.029325,0.025002
Mult,US,241016 09:05:47.815420,50.120574,14,69.2,54,1.1487,-0.00042,-2.206763,-18.959899,-2.535764,-0.037204,0.024709
Mult,US,241016 09:05:47.915240,49.87518,14,69.2,54,1.137479,-0.000609,-2.207134,-18.963068,-2.536732,-0.040685,0.021712
Mult,US,241016 09:06:13.568980,50.031199,14,69.2,54,1.144607,0.000824,-2.093378,-18.955467,-2.535753,-15.30716,-0.01972
Mult,US,241016 09:06:13.668800,49.934352,14,69.2,54,1.14018,0.000914,-2.092738,-18.955232,-2.533614,-15.306727,-0.010505
Mult,US,241016 09:06:13.768620,49.818001,14,69.2,54,1.134873,0.000579,-2.091718,-18.957023,-2.532812,-15.30821,0.002322
Mult,US,241016 09:06:13.868440,49.709571,14,69.2,54,1.129938,0.000065,-2.090768,-18.959192,-2.534173,-15.31247,0.012749
Mult,US,241016 09:06:13.968260,49.660702,14,69.2,54,1.127717,-0.000211,-2.090496,-18.960241,-2.534259,-15.316288,0.018352
Mult,US,241016 09:06:14.068080,49.707135,14,69.2,54,1.129827,-0.000242,-2.090495,-18.959489,-2.534229,-15.319912,0.019509
Mult,US,241016 09:06:14.167900,49.845656,14,69.2,54,1.136133,-0.000319,-2.090645,-18.957619,-2.534047,-15.316502,0.019487
Mult,US,241016 09:06:14.267720,50.003041,14,69.2,54,1.143319,-0.000486,-2.090667,-18.957611,-2.53601,-15.311405,0.019893
Mult,US,241016 09:06:14.367540,50.119589,14,69.2,54,1.148655,-0.000698,-2.090808,-18.958074,-2.53747,-15.306719,0.020077
Mult,US,241016 09:06:14.467360,50.163846,14,69.2,54,1.150684,-0.000911,-2.091472,-18.961106,-2.537822,-15.311743,0.018442
Mult,US,241016 09:06:15.765020,50.018625,14,69.2,54,1.144032,-0.002756,-2.093259,-18.960308,-2.529558,-15.310668,0.011912
Mult,US,241016 09:06:15.864840,50.044117,14,69.2,54,1.145198,-0.002296,-2.094041,-18.958181,-2.532029,-15.306414,0.011973
Mult,US,241016 09:06:15.964660,50.097107,14,69.2,54,1.147625,-0.00117,-2.094924,-18.957581,-2.534525,-15.307908,0.015729
Mult,US,241016 09:06:16.064480,50.168494,14,69.2,54,1.150898,-0.000481,-2.094536,-18.957613,-2.536703,-15.308092,0.02025
Mult,US,241016 09:06:16.164300,50.227095,14,69.2,54,1.153588,-0.000296,-2.093049,-18.958452,-2.537314,-15.309099,0.023731
Mult,US,241016 09:06:16.264120,50.259711,14,69.2,54,1.155087,-0.000496,-2.089471,-18.959095,-2.536019,-15.305683,0.025002
Mult,US,241016 09:06:16.363940,50.258248,14,69.2,54,1.155019,-0.000863,-2.086895,-18.958099,-2.532724,-15.306429,0.025002
Mult,US,241016 09:06:16.463760,50.229514,14,69.2,54,1.153699,-0.00119,-2.084004,-18.957542,-2.530473,-15.309297,0.025002
Mult,US,241016 09:06:16.563580,50.169439,14,69.2,54,1.150941,-0.001176,-2.082905,-18.957415,-2.529731,-15.319103,0.025002
Mult,US,241016 09:06:16.663400,50.091483,14,69.2,54,1.147367,-0.000792,-2.082027,-18.960827,-2.530111,-15.330155,0.025002
Mult,US,241016 09:06:17.861240,50.140566,14,69.2,54,1.149617,-0.001603,-2.093441,-18.952443,-2.538229,-15.316777,0.025002
Mult,US,241016 09:06:17.961060,50.070506,14,69.2,54,1.146406,-0.001319,-2.092537,-18.954204,-2.536747,-15.315144,0.025002
Mult,US,241016 09:06:18.060880,50.037683,14,69.2,54,1.144904,-0.001016,-2.092084,-18.954958,-2.536567,-15.31371,0.025002
Mult,US,241016 09:06:18.160700,50.041287,14,69.2,54,1.145069,-0.000549,-2.091861,-18.958409,-2.537283,-15.313028,0.025002
Mult,US,241016 09:06:18.260520,50.062511,14,69.2,54,1.14604,-0.000591,-2.090195,-18.962045,-2.538099,-15.311876,0.025002
Mult,US,241016 09:06:18.360340,50.096654,14,69.2,54,1.147604,-0.00074,-2.088589,-18.965293,-2.538018,-15.307143,0.025002
Mult,US,241016 09:06:18.460160,50.141232,14,69.2,54,1.149647,-0.00089,-2.087618,-18.966963,-2.536596,-15.304566,0.025002
Mult,US,241016 09:06:18.559980,50.194794,14,69.2,54,1.152105,-0.000587,-2.088804,-18.966966,-2.535781,-15.304554,0.025002
Mult,US,241016 09:06:18.659800,50.250605,14,69.2,54,1.154668,-0.000263,-2.091116,-18.967712,-2.534733,-15.30678,0.025002
Mult,US,241016 09:06:18.759620,50.30867,14,69.2,54,1.157338,-0.00036,-2.09348,-18.967204,-2.534443,-15.307394,0.025002
Mult,US,241016 09:06:20.057280,49.821877,14,69.2,54,1.135049,-0.000651,-2.089516,-18.957208,-2.539587,-15.313307,0.025002
Mult,US,241016 09:06:20.157100,49.837606,14,69.2,54,1.135766,-0.000144,-2.089958,-18.957169,-2.538373,-15.317251,0.025002
Mult,US,241016 09:06:20.256920,49.934163,14,69.2,54,1.140171,0.000413,-2.091841,-18.960209,-2.536158,-15.322767,0.025002
Mult,US,241016 09:06:20.356740,50.099066,14,69.2,54,1.147714,0.000326,-2.093979,-18.96108,-2.534362,-15.326634,0.025002
Mult,US,241016 09:06:20.456560,50.258869,14,69.2,54,1.155048,-0.000489,-2.094532,-18.961381,-2.533915,-15.326303,0.025002
Mult,US,241016 09:06:20.556380,50.34246,14,69.2,54,1.158893,-0.001299,-2.09366,-18.960289,-2.533528,-15.318749,0.025002
Mult,US,241016 09:06:20.656200,50.332321,14,69.2,54,1.158426,-0.001635,-2.092111,-18.962127,-2.533275,-15.310027,0.025002
Mult,US,241016 09:06:20.756020,50.267378,14,69.2,54,1.155439,-0.001735,-2.09153,-18.964177,-2.534354,-15.307543,0.025002
Mult,US,241016 09:06:20.855840,50.221385,14,69.2,54,1.153326,-0.001839,-2.090861,-18.96632,-2.53744,-15.310461,0.025002
Mult,US,241016 09:06:20.955660,50.231522,14,69.2,54,1.153791,-0.001893,-2.090963,-18.967558,-2.540002,-15.315089,0.025002
Mult,US,241016 09:06:22.452960,50.628667,14,69.2,54,1.172108,-0.001387,-2.088774,-18.953748,-2.536378,-15.317103,0.025002
Mult,US,241016 09:06:22.552780,50.585239,14,69.2,54,1.170098,-0.00134,-2.087739,-18.955755,-2.535946,-15.323698,0.025002
Mult,US,241016 09:06:22.652600,50.50187,14,69.2,54,1.166244,-0.001123,-2.087475,-18.958252,-2.53444,-15.324078,0.025002
Mult,US,241016 09:06:22.752420,50.377719,14,69.2,54,1.160517,-0.00081,-2.089135,-18.95953,-2.532452,-15.31748,0.025002
Mult,US,241016 09:06:22.852240,50.212205,14,69.2,54,1.152904,-0.00036,-2.090178,-18.960134,-2.529888,-15.314538,0.025002
Mult,US,241016 09:06:22.952060,50.043263,14,69.2,54,1.145159,0.000131,-2.090027,-18.960365,-2.527287,-15.318967,0.025002
Mult,US,241016 09:06:23.051880,49.923875,14,69.2,54,1.139702,0.00033,-2.088911,-18.961772,-2.525522,-15.328293,0.025002
Mult,US,241016 09:06:23.151700,49.885739,14,69.2,54,1.137961,0.000198,-2.087728,-18.961741,-2.525737,-15.331604,0.025002
Mult,US,241016 09:06:23.251520,49.914701,14,69.2,54,1.139283,-0.000466,-2.087861,-18.962095,-2.52694,-15.328294,0.025002
Mult,US,241016 09:06:23.351340,49.963507,14,69.2,54,1.141512,-0.001211,-2.089166,-18.962009,-2.528817,-15.323162,0.025002
Mult,US,241016 09:06:24.649000,49.974236,14,69.2,54,1.142002,0.000609,-2.090154,-18.965022,-2.533289,-15.319999,0.025002
Mult,US,241016 09:06:24.748820,50.117526,14,69.2,54,1.14856,0.000528,-2.091179,-18.964582,-2.534618,-15.325108,0.025002
Mult,US,241016 09:06:24.848640,50.22692,14,69.2,54,1.15358,0.000092,-2.093165,-18.963278,-2.535469,-15.327653,0.025002
Mult,US,241016 09:06:24.948460,50.268783,14,69.2,54,1.155504,-0.000334,-2.095109,-18.961053,-2.53342,-15.327674,0.025002
Mult,US,241016 09:06:25.048280,50.243307,14,69.2,54,1.154333,-0.000601,-2.095186,-18.958482,-2.533247,-15.320974,0.025002
Mult,US,241016 09:06:25.148100,50.195185,14,69.2,54,1.152123,-0.000645,-2.093465,-18.955668,-2.532107,-15.312313,0.025002
Mult,US,241016 09:06:25.247920,50.162826,14,69.2,54,1.150638,-0.000752,-2.091682,-18.956342,-2.530958,-15.302607,0.025002
Mult,US,241016 09:06:25.347740,50.169043,14,69.2,54,1.150923,-0.000604,-2.08985,-18.959308,-2.527385,-15.297888,0.025002
Mult,US,241016 09:06:25.447560,50.204417,14,69.2,54,1.152546,-0.000753,-2.088309,-18.963536,-2.524777,-15.297204,0.025002
Mult,US,241016 09:06:25.547380,50.241863,14,69.2,54,1.154266,-0.000926,-2.087328,-18.965168,-2.523792,-15.304782,0.025002
Mult,US,241016 09:06:26.845040,50.493237,14,69.2,54,1.165845,-0.001166,-2.090311,-18.958239,-2.529106,-15.319443,0.017033
Mult,US,241016 09:06:26.944860,50.357003,14,69.2,54,1.159563,-0.000971,-2.091927,-18.957997,-2.527349,-15.324359,0.006316
Mult,US,241016 09:06:27.044680,50.20768,14,69.2,54,1.152696,-0.001035,-2.093539,-18.960002,-2.527039,-15.323666,-0.005033
Mult,US,241016 09:06:27.144500,50.060463,14,69.2,54,1.145946,-0.001138,-2.095459,-18.963709,-2.528201,-15.322432,-0.010508
Mult,US,241016 09:06:27.244320,49.913989,14,69.2,54,1.13925,-0.001278,-2.096293,-18.962401,-2.530521,-15.319614,-0.008356
Mult,US,241016 09:06:27.344140,49.793202,14,69.2,54,1.133743,-0.001331,-2.09629,-18.961188,-2.532765,-15.318014,-0.001054
Mult,US,241016 09:06:27.443960,49.725085,14,69.2,54,1.130643,-0.001302,-2.094992,-18.958938,-2.533822,-15.315148,0.006904
Mult,US,241016 09:06:27.543780,49.71633,14,69.2,54,1.130245,-0.001295,-2.094287,-18.958631,-2.53394,-15.314533,0.013422
Mult,US,241016 09:06:27.643600,49.743432,14,69.2,54,1.131478,-0.000967,-2.09382,-18.956756,-2.534386,-15.314158,0.018204
Mult,US,241016 09:06:27.743420,49.770782,14,69.2,54,1.132722,-0.000834,-2.09393,-18.956027,-2.535212,-15.316424,0.020911
Mult,US,241016 09:06:29.041080,50.190057,14,69.2,54,1.151887,-0.000765,-2.091466,-18.949327,-2.534717,-15.320212,-0.024566
Mult,US,241016 09:06:29.140900,49.97315,14,69.2,54,1.141952,-0.000384,-2.094978,-18.950358,-2.53383,-15.325815,-0.024991
Mult,US,241016 09:06:29.240720,49.873478,14,69.2,54,1.137402,-0.000131,-2.095693,-18.951875,-2.533017,-15.331475,-0.024991
Mult,US,241016 09:06:29.340540,49.958571,14,69.2,54,1.141286,-0.00021,-2.095118,-18.954746,-2.531308,-15.331083,-0.024991
Mult,US,241016 09:06:29.440360,50.17867,14,69.2,54,1.151365,-0.000495,-2.092598,-18.957178,-2.532238,-15.323236,-0.024991
Mult,US,241016 09:06:29.540180,50.391768,14,69.2,54,1.161164,-0.000563,-2.090132,-18.957505,-2.532929,-15.313093,-0.024991
Mult,US,241016 09:06:29.640000,50.506275,14,69.2,54,1.166448,-0.000465,-2.087717,-18.956337,-2.534832,-15.309099,-0.024991
Mult,US,241016 09:06:29.739820,50.493008,14,69.2,54,1.165835,-0.000455,-2.085462,-18.953535,-2.534991,-15.312087,-0.024991
Mult,US,241016 09:06:29.839640,50.410132,14,69.2,54,1.162011,-0.000719,-2.084588,-18.952312,-2.535705,-15.31812,-0.024991
Mult,US,241016 09:06:29.939460,50.302766,14,69.2,54,1.157066,-0.001048,-2.085529,-18.954684,-2.535529,-15.319684,-0.024991
Mult,US,241016 09:06:31.336940,50.181516,14,69.2,54,1.151495,-0.000115,-2.092843,-18.949703,-2.537511,-15.320415,-0.024991
Mult,US,241016 09:06:31.436760,50.153753,14,69.2,54,1.150221,-0.000703,-2.094093,-18.953431,-2.53577,-15.317216,-0.024991
Mult,US,241016 09:06:31.536580,50.150925,14,69.2,54,1.150092,-0.001417,-2.0947,-18.958455,-2.52979,-15.315217,-0.024991
Mult,US,241016 09:06:31.636400,50.162441,14,69.2,54,1.15062,-0.001432,-2.094956,-18.963781,-2.524484,-15.316727,-0.024991
Mult,US,241016 09:06:31.736220,50.174373,14,69.2,54,1.151167,-0.000893,-2.095257,-18.967876,-2.522146,-15.324212,-0.024991
Mult,US,241016 09:06:31.836040,50.184743,14,69.2,54,1.151643,-0.000406,-2.095663,-18.970613,-2.523968,-15.329874,-0.024991
Mult,US,241016 09:06:31.935860,50.191104,14,69.2,54,1.151935,-0.000129,-2.095851,-18.971201,-2.527799,-15.328796,-0.024917
Mult,US,241016 09:06:32.035680,50.2025,14,69.2,54,1.152458,-0.000314,-2.095642,-18.967958,-2.530253,-15.318269,-0.022956
Mult,US,241016 09:06:32.135500,50.232632,14,69.2,54,1.153842,-0.000228,-2.094367,-18.964219,-2.531753,-15.307503,-0.018358
Mult,US,241016 09:06:32.235320,50.288259,14,69.2,54,1.156399,-0.000254,-2.092864,-18.960997,-2.532078,-15.30199,-0.010996
Mult,US,241016 09:06:33.832440,50.124058,14,69.2,54,1.14886,-0.000984,-2.090649,-18.956312,-2.531988,-15.312749,0.023302
Mult,US,241016 09:06:33.932260,50.045984,14,69.2,54,1.145284,-0.001255,-2.091578,-18.956751,-2.530834,-15.315069,0.023453
Mult,US,241016 09:06:34.032080,50.054686,14,69.2,54,1.145682,-0.001154,-2.093327,-18.957626,-2.530772,-15.31751,0.023486
