Type,Units,Time,Velocity,Barometric Pressure,Temperature,Humidity,Dynamic Pressure,Model Pressure,PGB Axial,PGB Normal,PGB Moment,Pitch Angle,cDAQ1Mod1/ai3
Mult,US,241016 08:52:14.881340,50.424965,14,69.2,54,1.162695,-0.000652,-2.198328,-18.922668,-2.540451,0.02073,0.025002
Mult,US,241016 08:52:14.981160,50.569293,14,69.2,54,1.16936,-0.000795,-2.196936,-18.920513,-2.54323,0.020368,0.025002
Mult,US,241016 08:52:15.080980,50.637091,14,69.2,54,1.172498,-0.000798,-2.195859,-18.918714,-2.542736,0.018862,0.025002
Mult,US,241016 08:52:15.180800,50.638171,14,69.2,54,1.172548,-0.000995,-2.195192,-18.919093,-2.542512,0.014435,0.025002
Mult,US,241016 08:52:15.280620,50.608314,14,69.2,54,1.171166,-0.001082,-2.194006,-18.919024,-2.539979,0.009686,0.025002
Mult,US,241016 08:52:15.380440,50.563362,14,69.2,54,1.169086,-0.001395,-2.192466,-18.916566,-2.539525,0.006786,0.025002
Mult,US,241016 08:52:15.480260,50.508641,14,69.2,54,1.166557,-0.001806,-2.191178,-18.91387,-2.539749,0.000193,0.025002
Mult,US,241016 08:52:15.580080,50.450843,14,69.2,54,1.163889,-0.001998,-2.191438,-18.913044,-2.541341,-0.001318,0.025002
Mult,US,241016 08:52:15.679900,50.405714,14,69.2,54,1.161807,-0.001874,-2.192383,-18.913193,-2.539438,0.003127,0.025002
Mult,US,241016 08:52:16.977560,50.537052,14,69.2,54,1.16787,0.000537,-2.192717,-18.91061,-2.534137,0.024941,0.025002
Mult,US,241016 08:52:17.077380,50.504327,14,69.2,54,1.166358,0.000033,-2.193814,-18.913492,-2.530552,0.025201,0.025002
Mult,US,241016 08:52:17.177200,50.47926,14,69.2,54,1.1652,-0.001158,-2.195878,-18.913255,-2.528326,0.023132,0.025002
Mult,US,241016 08:52:17.277020,50.465369,14,69.2,54,1.164559,-0.001862,-2.198742,-18.910722,-2.527356,0.022103,0.025002
Mult,US,241016 08:52:17.376840,50.459886,14,69.2,54,1.164306,-0.002142,-2.199573,-18.910033,-2.53004,0.021554,0.025002
Mult,US,241016 08:52:17.476660,50.463056,14,69.2,54,1.164452,-0.001804,-2.19828,-18.913866,-2.53223,0.020352,0.025002
Mult,US,241016 08:52:17.576480,50.47571,14,69.2,54,1.165036,-0.00143,-2.194883,-18.919017,-2.536903,0.021782,0.025002
Mult,US,241016 08:52:17.676300,50.499793,14,69.2,54,1.166148,-0.001043,-2.192042,-18.92151,-2.53983,0.021626,0.025002
Mult,US,241016 08:52:17.776120,50.519619,14,69.2,54,1.167064,-0.000744,-2.190829,-18.921955,-2.543247,0.021815,0.025002
Mult,US,241016 08:52:17.875940,50.509974,14,69.2,54,1.166618,-0.00058,-2.192068,-18.924058,-2.54509,0.018638,0.025002
Mult,US,241016 08:52:19.173600,50.683713,14,69.2,54,1.174658,-0.000297,-2.193341,-18.922032,-2.530585,0.006332,0.025002
Mult,US,241016 08:52:19.273420,50.670223,14,69.2,54,1.174033,-0.000268,-2.193257,-18.920669,-2.533582,0.00101,0.025002
Mult,US,241016 08:52:19.373240,50.685436,14,69.2,54,1.174738,-0.000186,-2.192158,-18.918627,-2.539756,-0.001805,0.025002
Mult,US,241016 08:52:19.473060,50.752182,14,69.2,54,1.177834,-0.000181,-2.191741,-18.915073,-2.539702,-0.002092,0.025002
Mult,US,241016 08:52:19.572880,50.850743,14,69.2,54,1.182413,-0.000645,-2.192161,-18.90964,-2.537349,-0.002892,0.025002
Mult,US,241016 08:52:19.672700,50.940592,14,69.2,54,1.186595,-0.00122,-2.193061,-18.904247,-2.534622,-0.004958,0.025002
Mult,US,241016 08:52:19.772520,50.997811,14,69.2,54,1.189262,-0.001385,-2.193358,-18.89973,-2.533112,-0.004546,0.025002
Mult,US,241016 08:52:19.872340,51.01754,14,69.2,54,1.190183,-0.000753,-2.19408,-18.903121,-2.535961,-0.000953,0.025002
Mult,US,241016 08:52:19.972160,50.998908,14,69.2,54,1.189313,-0.000164,-2.193794,-18.909918,-2.537749,0.002233,0.025002
Mult,US,241016 08:52:20.071980,50.909118,14,69.2,54,1.185129,-0.000158,-2.192664,-18.91794,-2.5396,0.009523,0.025002
Mult,US,241016 08:52:21.369640,50.882499,14,69.2,54,1.18389,-0.00058,-2.198514,-18.925565,-2.543744,-0.000503,0.025002
Mult,US,241016 08:52:21.469460,50.978638,14,69.2,54,1.188368,-0.001023,-2.195524,-18.926225,-2.543764,0.002128,0.025002
Mult,US,241016 08:52:21.569280,50.942873,14,69.2,54,1.186701,-0.001333,-2.192063,-18.924114,-2.541165,0.002915,0.025002
Mult,US,241016 08:52:21.669100,50.755481,14,69.2,54,1.177987,-0.00157,-2.190715,-18.919661,-2.537022,0.00757,0.025002
Mult,US,241016 08:52:21.768920,50.51279,14,69.2,54,1.166749,-0.001732,-2.189063,-18.914609,-2.529576,0.010827,0.025002
Mult,US,241016 08:52:21.868740,50.347208,14,69.2,54,1.159112,-0.002032,-2.189555,-18.912187,-2.525125,0.018876,0.025002
Mult,US,241016 08:52:21.968560,50.319543,14,69.2,54,1.157838,-0.001297,-2.190163,-18.912404,-2.524636,0.024575,0.025002
Mult,US,241016 08:52:22.068380,50.416156,14,69.2,54,1.162289,-0.000655,-2.191571,-18.91563,-2.527838,0.028642,0.025002
Mult,US,241016 08:52:22.168200,50.551884,14,69.2,54,1.168555,0.000039,-2.192694,-18.918099,-2.531661,0.028679,0.025002
Mult,US,241016 08:52:22.268020,50.669313,14,69.2,54,1.173991,-0.000372,-2.192244,-18.9194,-2.532213,0.024457,0.025002
Mult,US,241016 08:52:23.565680,50.662581,14,69.2,54,1.173679,-0.001097,-2.198017,-18.909715,-2.545151,0.025243,0.025002
Mult,US,241016 08:52:23.665500,50.694541,14,69.2,54,1.17516,-0.001328,-2.198461,-18.916266,-2.546609,0.0259,0.025002
Mult,US,241016 08:52:23.765320,50.67287,14,69.2,54,1.174155,-0.001336,-2.199132,-18.923139,-2.545374,0.026204,0.025002
Mult,US,241016 08:52:23.865140,50.596858,14,69.2,54,1.170635,-0.001246,-2.199933,-18.927787,-2.542417,0.020397,0.025002
Mult,US,241016 08:52:23.964960,50.493484,14,69.2,54,1.165857,-0.00113,-2.199533,-18.927127,-2.538586,0.013685,0.025002
Mult,US,241016 08:52:24.064780,50.370446,14,69.2,54,1.160182,-0.000962,-2.199064,-18.922784,-2.536972,0.007923,0.025002
Mult,US,241016 08:52:24.164600,50.230171,14,69.2,54,1.153729,-0.000894,-2.19555,-18.917214,-2.537934,0.010326,0.025002
Mult,US,241016 08:52:24.264420,50.079882,14,69.2,54,1.146836,-0.000552,-2.191717,-18.913509,-2.539306,0.015263,0.025002
Mult,US,241016 08:52:24.364240,49.98819,14,69.2,54,1.14264,-0.000268,-2.188757,-18.913821,-2.539444,0.021846,0.025002
Mult,US,241016 08:52:24.464060,50.00515,14,69.2,54,1.143415,0.000054,-2.189063,-18.914553,-2.537221,0.022504,0.025002
Mult,US,241016 08:52:25.761720,50.39899,14,69.2,54,1.161497,-0.000476,-2.197763,-18.923122,-2.544656,0.011849,0.025002
Mult,US,241016 08:52:25.861540,50.39795,14,69.2,54,1.161449,-0.000314,-2.198039,-18.919698,-2.544699,0.007967,0.025002
Mult,US,241016 08:52:25.961360,50.432966,14,69.2,54,1.163064,-0.000163,-2.19783,-18.91293,-2.538271,0.000249,0.025002
Mult,US,241016 08:52:26.061180,50.501223,14,69.2,54,1.166214,-0.000562,-2.19687,-18.909251,-2.529277,-0.003241,0.025002
Mult,US,241016 08:52:26.161000,50.563662,14,69.2,54,1.1691,-0.001317,-2.195988,-18.909223,-2.523315,-0.001532,0.025002
Mult,US,241016 08:52:26.260820,50.596311,14,69.2,54,1.17061,-0.001994,-2.195176,-18.911142,-2.523043,0.000682,0.025002
Mult,US,241016 08:52:26.360640,50.585006,14,69.2,54,1.170087,-0.002001,-2.195131,-18.912598,-2.528932,0.00589,0.025002
Mult,US,241016 08:52:26.460460,50.545302,14,69.2,54,1.168251,-0.001498,-2.195753,-18.912944,-2.533344,0.01151,0.025002
Mult,US,241016 08:52:26.560280,50.490368,14,69.2,54,1.165713,-0.00085,-2.197964,-18.915269,-2.537087,0.018396,0.025002
Mult,US,241016 08:52:26.660100,50.430363,14,69.2,54,1.162944,-0.000482,-2.200068,-18.917913,-2.536538,0.02257,0.025002
Mult,US,241016 08:52:28.057580,50.890455,14,69.2,54,1.18426,-0.000831,-2.196298,-18.923038,-2.533806,0.029496,0.025002
Mult,US,241016 08:52:28.157400,50.728699,14,69.2,54,1.176744,-0.001008,-2.19709,-18.9241,-2.533548,0.02646,0.025002
Mult,US,241016 08:52:28.257220,50.481388,14,69.2,54,1.165298,-0.000861,-2.197985,-18.924511,-2.53305,0.021429,0.025002
Mult,US,241016 08:52:28.357040,50.260478,14,69.2,54,1.155122,-0.00087,-2.198283,-18.925535,-2.537103,0.012595,0.025002
Mult,US,241016 08:52:28.456860,50.140364,14,69.2,54,1.149607,-0.000884,-2.197712,-18.924581,-2.537188,0.011208,0.025002
Mult,US,241016 08:52:28.556680,50.149656,14,69.2,54,1.150033,-0.001412,-2.19725,-18.924027,-2.536637,0.01253,0.025002
Mult,US,241016 08:52:28.656500,50.225525,14,69.2,54,1.153516,-0.001889,-2.198308,-18.920451,-2.531308,0.016184,0.025002
Mult,US,241016 08:52:28.756320,50.294615,14,69.2,54,1.156691,-0.002178,-2.199526,-18.917511,-2.5271,0.011859,0.025002
Mult,US,241016 08:52:28.856140,50.308459,14,69.2,54,1.157328,-0.001885,-2.201142,-18.914243,-2.52633,0.00482,0.025002
Mult,US,241016 08:52:28.955960,50.262505,14,69.2,54,1.155215,-0.001302,-2.202128,-18.915983,-2.531217,-0.002176,0.025002
Mult,US,241016 08:53:22.459480,50.399972,14,69.2,54,1.161543,-0.000427,-2.060959,-18.923896,-2.535838,-14.963644,0.025002
Mult,US,241016 08:53:22.559300,50.366835,14,69.2,54,1.160016,-0.000427,-2.062915,-18.926291,-2.537399,-14.968365,0.025002
Mult,US,241016 08:53:22.659120,50.402932,14,69.2,54,1.161679,-0.000411,-2.066046,-18.930123,-2.54007,-14.970383,0.025002
Mult,US,241016 08:53:22.758940,50.447132,14,69.2,54,1.163717,-0.000311,-2.067433,-18.933788,-2.541409,-14.976547,0.025002
Mult,US,241016 08:53:22.858760,50.452329,14,69.2,54,1.163957,-0.000366,-2.066218,-18.934921,-2.54372,-14.979227,0.025002
Mult,US,241016 08:53:22.958580,50.399199,14,69.2,54,1.161507,-0.000772,-2.063584,-18.932941,-2.545578,-14.976126,0.025002
Mult,US,241016 08:53:23.058400,50.31651,14,69.2,54,1.157699,-0.001507,-2.062568,-18.930247,-2.546388,-14.968137,0.025002
Mult,US,241016 08:53:23.158220,50.262026,14,69.2,54,1.155193,-0.002193,-2.0626,-18.92596,-2.548229,-14.960708,0.025002
Mult,US,241016 08:53:23.258040,50.273348,14,69.2,54,1.155713,-0.00231,-2.064486,-18.923943,-2.547359,-14.962469,0.025002
Mult,US,241016 08:53:23.357860,50.35567,14,69.2,54,1.159501,-0.001683,-2.06573,-18.923562,-2.545539,-14.96682,0.025002
Mult,US,241016 08:53:24.655520,50.849423,14,69.2,54,1.182352,-0.000385,-2.064235,-18.91809,-2.544893,-14.96396,0.025002
Mult,US,241016 08:53:24.755340,50.801791,14,69.2,54,1.180137,-0.000539,-2.063456,-18.916649,-2.545286,-14.973614,0.025002
Mult,US,241016 08:53:24.855160,50.720633,14,69.2,54,1.17637,-0.000988,-2.063636,-18.917319,-2.543272,-14.978864,0.025002
Mult,US,241016 08:53:24.954980,50.635863,14,69.2,54,1.172441,-0.001084,-2.063808,-18.919098,-2.538552,-14.97732,0.025002
Mult,US,241016 08:53:25.054800,50.575487,14,69.2,54,1.169647,-0.001128,-2.0635,-18.923331,-2.535489,-14.968886,0.025002
Mult,US,241016 08:53:25.154620,50.546597,14,69.2,54,1.168311,-0.00098,-2.062486,-18.924971,-2.534507,-14.962714,0.025002
Mult,US,241016 08:53:25.254440,50.540314,14,69.2,54,1.16802,-0.000884,-2.063517,-18.924044,-2.535253,-14.954625,0.025002
Mult,US,241016 08:53:25.354260,50.511869,14,69.2,54,1.166706,-0.000552,-2.066351,-18.918437,-2.536009,-14.949586,0.025002
Mult,US,241016 08:53:25.454080,50.442021,14,69.2,54,1.163482,-0.000044,-2.070091,-18.914523,-2.536602,-14.951229,0.025002
Mult,US,241016 08:53:25.553900,50.317688,14,69.2,54,1.157753,0.000364,-2.071714,-18.914071,-2.537904,-14.957672,0.025002
Mult,US,241016 08:53:28.648320,50.857467,14,69.2,54,1.182726,-0.001448,-2.064205,-18.927212,-2.545845,-14.975875,0.025002
Mult,US,241016 08:53:28.748140,50.75615,14,69.2,54,1.178018,-0.001486,-2.062883,-18.928449,-2.542729,-14.976601,0.025002
Mult,US,241016 08:53:28.847960,50.54346,14,69.2,54,1.168166,-0.001196,-2.063608,-18.928425,-2.538541,-14.978713,0.025002
Mult,US,241016 08:53:28.947780,50.347144,14,69.2,54,1.159109,-0.000378,-2.06444,-18.927075,-2.536041,-14.976913,0.025002
Mult,US,241016 08:53:29.047600,50.275958,14,69.2,54,1.155833,-0.000046,-2.064405,-18.923229,-2.535607,-14.975028,0.025002
Mult,US,241016 08:53:29.147420,50.345034,14,69.2,54,1.159012,-0.00008,-2.063338,-18.920094,-2.536162,-14.964597,0.025002
Mult,US,241016 08:53:29.247240,50.479428,14,69.2,54,1.165208,-0.000216,-2.062901,-18.918401,-2.535251,-14.958807,0.025002
Mult,US,241016 08:53:29.347060,50.578806,14,69.2,54,1.1698,0.000011,-2.064,-18.920706,-2.534598,-14.955762,0.025002
Mult,US,241016 08:53:29.446880,50.602365,14,69.2,54,1.17089,0.000403,-2.066574,-18.923719,-2.534553,-14.962013,0.025002
Mult,US,241016 08:53:29.546700,50.557629,14,69.2,54,1.168821,0.000073,-2.067818,-18.926406,-2.53734,-14.966701,0.025002
Mult,US,241016 08:53:31.243640,50.869818,14,69.2,54,1.1833,-0.000722,-2.067738,-18.930399,-2.541738,-14.953724,0.025002
Mult,US,241016 08:53:31.343460,50.770662,14,69.2,54,1.178692,-0.000837,-2.065286,-18.924345,-2.54191,-14.941431,0.025002
Mult,US,241016 08:53:31.443280,50.641263,14,69.2,54,1.172691,-0.000953,-2.06156,-18.918676,-2.540893,-14.941101,0.025002
Mult,US,241016 08:53:31.543100,50.547013,14,69.2,54,1.16833,-0.001108,-2.060441,-18.918113,-2.537661,-14.950802,0.025002
Mult,US,241016 08:53:31.642920,50.518893,14,69.2,54,1.167031,-0.001191,-2.060054,-18.919068,-2.535253,-14.960817,0.025002
Mult,US,241016 08:53:31.742740,50.54906,14,69.2,54,1.168425,-0.001414,-2.06124,-18.921329,-2.53343,-14.962203,0.025002
Mult,US,241016 08:53:31.842560,50.596259,14,69.2,54,1.170608,-0.001638,-2.060984,-18.920524,-2.533202,-14.954806,0.025002
Mult,US,241016 08:53:31.942380,50.649853,14,69.2,54,1.173089,-0.001774,-2.061204,-18.918526,-2.534553,-14.949749,0.025002
Mult,US,241016 08:53:32.042200,50.697869,14,69.2,54,1.175314,-0.001669,-2.062271,-18.915062,-2.537113,-14.948929,0.025002
Mult,US,241016 08:53:32.142020,50.742035,14,69.2,54,1.177363,-0.001367,-2.065322,-18.915969,-2.539529,-14.959054,0.025002
Mult,US,241016 08:53:33.439680,50.550455,14,69.2,54,1.168489,-0.001981,-2.064218,-18.931064,-2.537372,-14.941593,0.025002
Mult,US,241016 08:53:33.539500,50.44698,14,69.2,54,1.16371,-0.002119,-2.061261,-18.928748,-2.537191,-14.946608,0.025002
Mult,US,241016 08:53:33.639320,50.3408,14,69.2,54,1.158817,-0.001477,-2.058641,-18.929117,-2.536485,-14.956167,0.025002
Mult,US,241016 08:53:33.739140,50.285225,14,69.2,54,1.15626,-0.000527,-2.057538,-18.928833,-2.53578,-14.961399,0.025002
Mult,US,241016 08:53:33.838960,50.298906,14,69.2,54,1.156889,0.000228,-2.058456,-18.928761,-2.534691,-14.957757,0.025002
Mult,US,241016 08:53:33.938780,50.369224,14,69.2,54,1.160126,0.000022,-2.061498,-18.924946,-2.534311,-14.951651,0.025002
Mult,US,241016 08:53:34.038600,50.463138,14,69.2,54,1.164456,-0.000424,-2.063177,-18.92058,-2.536143,-14.948092,0.025002
Mult,US,241016 08:53:34.138420,50.571935,14,69.2,54,1.169482,-0.001036,-2.062688,-18.917951,-2.537842,-14.957961,0.025002
Mult,US,241016 08:53:34.238240,50.693281,14,69.2,54,1.175101,-0.001251,-2.059471,-18.917489,-2.538745,-14.971281,0.025002
Mult,US,241016 08:53:34.338060,50.81031,14,69.2,54,1.180533,-0.001323,-2.056132,-18.918989,-2.538063,-14.980413,0.025002
Mult,US,241016 08:53:35.535900,50.499454,14,69.2,54,1.166133,-0.000799,-2.058612,-18.924498,-2.542289,-14.94866,0.025002
Mult,US,241016 08:53:35.635720,50.59131,14,69.2,54,1.170379,-0.001185,-2.059311,-18.921733,-2.539455,-14.950054,0.025002
Mult,US,241016 08:53:35.735540,50.768724,14,69.2,54,1.178602,-0.001535,-2.060639,-18.918413,-2.538136,-14.949983,0.025002
Mult,US,241016 08:53:35.835360,50.948073,14,69.2,54,1.186944,-0.001532,-2.062427,-18.91875,-2.53718,-14.943421,0.025002
Mult,US,241016 08:53:35.935180,51.075689,14,69.2,54,1.192897,-0.001358,-2.063009,-18.92255,-2.537461,-14.940912,0.025002
Mult,US,241016 08:53:36.035000,51.124396,14,69.2,54,1.195173,-0.000884,-2.062517,-18.928569,-2.537957,-14.948054,0.025002
Mult,US,241016 08:53:36.134820,51.12308,14,69.2,54,1.195112,-0.001011,-2.062718,-18.931613,-2.540054,-14.96264,0.025002
Mult,US,241016 08:53:36.234640,51.072428,14,69.2,54,1.192745,-0.001095,-2.063125,-18.932147,-2.542439,-14.975053,0.025002
Mult,US,241016 08:53:36.334460,50.986114,14,69.2,54,1.188717,-0.001535,-2.062827,-18.930439,-2.544268,-14.97583,0.025002
Mult,US,241016 08:53:36.434280,50.863107,14,69.2,54,1.182988,-0.001207,-2.061598,-18.929015,-2.543697,-14.974381,0.025002
Mult,US,241016 08:53:37.632120,50.651136,14,69.2,54,1.173148,-0.000159,-2.069385,-18.926141,-2.536668,-14.955417,0.025002
Mult,US,241016 08:53:37.731940,50.50648,14,69.2,54,1.166457,-0.000314,-2.069632,-18.925833,-2.535595,-14.955663,0.025002
Mult,US,241016 08:53:37.831760,50.346235,14,69.2,54,1.159067,-0.000534,-2.069204,-18.9263,-2.535147,-14.963441,0.025002
Mult,US,241016 08:53:37.931580,50.181396,14,69.2,54,1.15149,-0.000637,-2.066997,-18.926766,-2.539116,-14.971332,0.025002
Mult,US,241016 08:53:38.031400,50.05776,14,69.2,54,1.145823,-0.000638,-2.066148,-18.926345,-2.54208,-14.977442,0.025002
Mult,US,241016 08:53:38.131220,49.99956,14,69.2,54,1.14316,-0.000921,-2.06534,-18.926203,-2.542663,-14.978274,0.025002
Mult,US,241016 08:53:38.231040,50.011262,14,69.2,54,1.143695,-0.001249,-2.06618,-18.92748,-2.538375,-14.969918,0.025002
Mult,US,241016 08:53:38.330860,50.061021,14,69.2,54,1.145972,-0.001676,-2.065819,-18.929333,-2.534214,-14.957943,0.025002
Mult,US,241016 08:53:38.430680,50.119944,14,69.2,54,1.148671,-0.001583,-2.065082,-18.929414,-2.532553,-14.951734,0.025002
Mult,US,241016 08:53:38.530500,50.168109,14,69.2,54,1.15088,-0.001488,-2.065153,-18.929163,-2.533243,-14.952894,0.025002
Mult,US,241016 08:53:39.828160,50.672686,14,69.2,54,1.174147,-0.000216,-2.064286,-18.922923,-2.543105,-14.956398,0.025002
Mult,US,241016 08:53:39.927980,50.76392,14,69.2,54,1.178379,-0.000203,-2.061769,-18.926728,-2.545357,-14.954669,0.025002
Mult,US,241016 08:53:40.027800,50.677733,14,69.2,54,1.174381,-0.000167,-2.059758,-18.927973,-2.54706,-14.951916,0.025002
Mult,US,241016 08:53:40.127620,50.483874,14,69.2,54,1.165413,-0.000233,-2.060406,-18.930334,-2.546117,-14.951038,0.025002
Mult,US,241016 08:53:40.227440,50.325686,14,69.2,54,1.158121,-0.000172,-2.061214,-18.929971,-2.542767,-14.949017,0.025002
Mult,US,241016 08:53:40.327260,50.289834,14,69.2,54,1.156472,0.000226,-2.060388,-18.929488,-2.541163,-14.944779,0.025002
Mult,US,241016 08:53:40.427080,50.392898,14,69.2,54,1.161217,0.00035,-2.059042,-18.928059,-2.53886,-14.936712,0.025002
Mult,US,241016 08:53:40.526900,50.536479,14,69.2,54,1.167843,0.000563,-2.058412,-18.927076,-2.53917,-14.936203,0.025002
Mult,US,241016 08:53:40.626720,50.615337,14,69.2,54,1.171491,0.000425,-2.059975,-18.927819,-2.538232,-14.9469,0.025002
Mult,US,241016 08:53:40.726540,50.571167,14,69.2,54,1.169447,0.000159,-2.061725,-18.928344,-2.539882,-14.96138,0.025002
Mult,US,241016 08:53:42.024200,50.107599,14,69.2,54,1.148105,0.001643,-2.063616,-18.927322,-2.533358,-14.95024,0.025002
Mult,US,241016 08:53:42.124020,50.022945,14,69.2,54,1.144229,0.001061,-2.064593,-18.926078,-2.533043,-14.951932,0.025002
Mult,US,241016 08:53:42.223840,49.961878,14,69.2,54,1.141437,0.000157,-2.064106,-18.925499,-2.535057,-14.960869,0.025002
Mult,US,241016 08:53:42.323660,49.926835,14,69.2,54,1.139837,-0.000445,-2.064453,-18.92626,-2.534831,-14.967166,0.025002
Mult,US,241016 08:53:42.423480,49.944281,14,69.2,54,1.140633,-0.000374,-2.065177,-18.926496,-2.535665,-14.968537,0.025002
Mult,US,241016 08:53:42.523300,50.036134,14,69.2,54,1.144833,-0.000286,-2.065132,-18.92712,-2.536911,-14.965495,0.025002
Mult,US,241016 08:53:42.623120,50.19483,14,69.2,54,1.152106,-0.000975,-2.064211,-18.92796,-2.539333,-14.959902,0.025002
Mult,US,241016 08:53:42.722940,50.365529,14,69.2,54,1.159956,-0.002246,-2.063337,-18.929507,-2.538444,-14.957093,0.025002
Mult,US,241016 08:53:42.822760,50.488028,14,69.2,54,1.165605,-0.002942,-2.062905,-18.930922,-2.53842,-14.957019,0.025002
Mult,US,241016 08:53:42.922580,50.539987,14,69.2,54,1.168005,-0.002708,-2.062102,-18.931232,-2.539005,-14.961153,0.025002
Mult,US,241016 08:53:44.220240,50.430858,14,69.2,54,1.162967,-0.00038,-2.067411,-18.924335,-2.532808,-14.975469,0.025002
Mult,US,241016 08:53:44.320060,50.431984,14,69.2,54,1.163019,-0.000527,-2.067131,-18.926366,-2.532936,-14.962466,0.025002
Mult,US,241016 08:53:44.419880,50.431159,14,69.2,54,1.162981,-0.000776,-2.06573,-18.929543,-2.534693,-14.946505,0.025002
Mult,US,241016 08:53:44.519700,50.430728,14,69.2,54,1.162961,-0.001218,-2.06478,-18.932636,-2.535874,-14.943417,0.025002
